Day 2- Position 70 16-13-54 v2-JT,01:22:06:11,1.axb6,11
Day 2- Position 70 16-13-54 v2-JT,01:22:07:15,2.c6,11
Day 2- Position 70 16-13-54 v2-JT,01:22:09:00,2.bxc6,11
Day 2- Position 70 16-13-54 v2-JT,01:22:10:01,3.a6,11
Day 2- Position 70 16-13-54 v2-JT,01:22:12:02,.reset,11
Day 2- Position 70 16-13-54 v2-JT,01:22:15:07,1.cxb6,11
Day 2- Position 70 16-13-54 v2-JT,01:22:22:10,2.a6,11
Day 2- Position 70 16-13-54 v2-JT,,2.bxa6,11
Day 2- Position 70 16-13-54 v2-JT,,3.c6,11
Day 2- Position 70 16-13-54 v2-JT,01:22:30:19,.end,11
Day 2- Position 71 16-14-36,01:22:30:20,.start,11
Day 2- Position 71 16-14-36,01:22:42:06,1.b6,11
Day 2- Position 71 16-14-36,01:22:59:01,.end,11
Day 2- Position 72 16-15-29 v2-JT,01:22:59:02,.start,11
Day 2- Position 72 16-15-29 v2-JT,01:23:45:10,1.Kb1,11
Day 2- Position 72 16-15-29 v2-JT,01:24:07:07,1.b3,11
Day 2- Position 72 16-15-29 v2-JT,01:23:52:05,1.a3,11
Day 2- Position 72 16-15-29 v2-JT,01:23:53:03,2.Ka2,11
Day 2- Position 72 16-15-29 v2-JT,01:23:54:14,2.c3,11
Day 2- Position 72 16-15-29 v2-JT,01:23:55:03,3.Kb3,11
Day 2- Position 72 16-15-29 v2-JT,01:23:58:01 ,.reset,11
Day 2- Position 72 16-15-29 v2-JT,01:23:59:13,1.c3,11
Day 2- Position 72 16-15-29 v2-JT,01:24:02:05,2.Kc2,11
Day 2- Position 72 16-15-29 v2-JT,01:24:03:13,2.a3,11
Day 2- Position 72 16-15-29 v2-JT,01:24:04:00,3.Kb3,11
Day 2- Position 72 16-15-29 v2-JT,01:24:05:10,.reset,11
Day 2- Position 72 16-15-29 v2-JT,01:24:08:03,2.Kb2,11
Day 2- Position 72 16-15-29 v2-JT,01:24:14:14,.end,11
Day 2- Position 73 16-16-19 v2-JT,01:24:14:15,.start,11
Day 2- Position 73 16-16-19 v2-JT,01:24:25:00,1.Ka2,11
Day 2- Position 73 16-16-19 v2-JT,01:24:20:14,1.Kb2,11
Day 2- Position 73 16-16-19 v2-JT,01:24:21:11,1.b3,11
Day 2- Position 73 16-16-19 v2-JT,01:24:24:03,.reset,11
Day 2- Position 73 16-16-19 v2-JT,01:24:25:18,1.c3,11
Day 2- Position 73 16-16-19 v2-JT,01:24:25:23,.end,11
Day 2- Position 74 16-16-58,01:24:55:16,.start,11
Day 2- Position 74 16-16-58,01:25:25:20,.end,11
Day 2- Position 75 16-17-33,01:25:25:21,.start,11
Day 2- Position 75 16-17-33,01:25:35:01,2.h6,11
Day 2- Position 75 16-17-33,01:25:39:16,.end,11
Day 2- Position 76 16-20-36,01:27:03:14,.start,11
Day 2- Position 76 16-20-36,01:27:36:10,2.Re4,11
Day 2- Position 76 16-20-36,01:27:38:17,2.Rh2,11
Day 2- Position 76 16-20-36,01:27:40:13,3.Kf7,11
Day 2- Position 76 16-20-36,01:27:42:19,3.Rf2+,11
Day 2- Position 76 16-20-36,01:27:43:23,4.Kg6,11
Day 2- Position 76 16-20-36,01:27:45:03,4.Rg2+,11
Day 2- Position 76 16-20-36,01:27:46:16,5.Kf6,11
Day 2- Position 76 16-20-36,01:27:47:09,5.Rf2+,11
Day 2- Position 76 16-20-36,01:27:48:11,6.Kg5,11
Day 2- Position 76 16-20-36,01:27:49:01,6.Rg2+,11
Day 2- Position 76 16-20-36,01:27:49:23,7.Rg4,11
Day 2- Position 76 16-20-36,01:28:01:00,.end,11
Day 2- Position 77 16-21-44,01:28:01:01,.start,11
Day 2- Position 77 16-21-44,01:28:14:00,.end,11
Day 2- Position 78 16-21-52,01:28:14:01,.start,11
Day 2- Position 78 16-21-52,01:28:27:21,.end,11
Day 2- Position 79 16-22-31,01:28:39:09,.start,11
Day 2- Position 79 16-22-31,01:28:55:17,7.Rh8,11
Day 2- Position 79 16-22-31,01:28:58:09,7.Rxa7,11
Day 2- Position 79 16-22-31,01:28:59:20,8.Rh7+,11
Day 2- Position 79 16-22-31,01:29:02:23,.end,11
Day 2- Position 80 16-23-01,01:29:15:22,.start,11
Day 2- Position 80 16-23-01,01:29:31:21,8.a7,11
Day 2- Position 80 16-23-01,01:29:32:16,8.Ra6,11
Day 2- Position 80 16-23-01,01:29:43:04,.end,11
Day 2- Position 81 16-23-20,01:29:43:05,.start,11
Day 2- Position 81 16-23-20,01:30:00:17,.end,11
Day 2- Position 82 16-23-40,01:30:00:18,.start,11
Day 2- Position 82 16-23-40,01:30:36:06,.end,11
Day 2- Position 83 16-24-14,01:30:36:07,.start,11
Day 2- Position 83 16-24-14,01:30:47:23,.end,11
Day 2- Position 84 16-24-19,01:30:48:00,.start,11
Day 2- Position 84 16-24-19,01:30:51:02,.end,11
Day 2- Position 85 16-24-29,01:30:51:03,.start,11
Day 2- Position 85 16-24-29,01:30:53:22,.end,11
Day 2- Position 86 16-24-45,01:31:02:10,.start,11
Day 2- Position 86 16-24-45,01:31:23:21,9.Ra5,11
Day 2- Position 86 16-24-45,01:31:28:15,10.Kf1,11
Day 2- Position 86 16-24-45,01:31:32:22,.end,11
Day 2- Position 87 16-25-12,01:31:32:23,.start,11
Day 2- Position 87 16-25-12,01:31:49:16,.end,11
Day 2- Position 88 16-27-18,01:23:37:11,.start,11
Day 2- Position 88 16-27-18,01:32:46:22,9.Qe2,11
Day 2- Position 88 16-27-18,01:32:48:18,9.Kc1,11
Day 2- Position 88 16-27-18,01:32:49:03,10.Qc4+,11
Day 2- Position 88 16-27-18,01:32:49:23,10.Kb2,11
Day 2- Position 88 16-27-18,01:32:50:13,11.Qd3,11
Day 2- Position 88 16-27-18,01:32:51:19,11.Kc1,11
Day 2- Position 88 16-27-18,01:32:52:11,12.Qc3+,11
Day 2- Position 88 16-27-18,01:32:55:00,12.Kd1,11
Day 2- Position 88 16-27-18,01:33:11:14,.end,11
Day 2- Position 89 16-27-56,01:33:11:15,.start,11
Day 2- Position 89 16-27-56,01:33:31:20,.end,11
Day 2- Position 90 16-28-08,01:33:31:21,.start,11
Day 2- Position 90 16-28-08,01:33:35:17,13.Qd1+,11
Day 2- Position 90 16-28-08,01:33:36:22,13.Kb2,11
Day 2- Position 90 16-28-08,01:33:37:12,14.Qd2+,11
Day 2- Position 90 16-28-08,01:33:38:09,14.Kb1,11
Day 2- Position 90 16-28-08,01:33:39:09,15.Kc4,11
Day 2- Position 90 16-28-08,01:33:42:07,15.a1=Q,11
Day 2- Position 90 16-28-08,01:33:45:04,16.Kb3,11
Day 2- Position 90 16-28-08,01:34:02:17,.end,11
Day 2- Position 91 16-28-57,01:34:02:18,.start,11
Day 2- Position 91 16-28-57,01:34:26:21,16.Ka1,11
Day 2- Position 91 16-28-57,01:34:36:10,.end,11
Day 2- Position 92 16-29-21,01:34:36:11,.start,11
Day 2- Position 92 16-29-21,01:34:48:15,17.Kb4,11
Day 2- Position 92 16-29-21,01:34:52:09,17.c1=Q,11
Day 2- Position 92 16-29-21,01:34:55:13,18.Kb3,11
Day 2- Position 92 16-29-21,01:34:58:04,.end,11
Day 2- Position 93 16-29-34,01:35:58:05,.start,11
Day 2- Position 93 16-29-34,01:35:05:12,18.Ka1,11
Day 2- Position 93 16-29-34,01:35:08:19,.end,11
Day 2- Position 94 16-32-49,01:37:39:11,.start,11
Day 2- Position 94 16-32-49,01:38:27:08,.end,11
Day 2- Position 95 16-33-34,01:38:27:09,.start,11
Day 2- Position 95 16-33-34,01:38:34:12,.end,11
Day 2- Position 96 16-33-37,01:38:34:13,.start,11
Day 2- Position 96 16-33-37,01:38:36:04,19.Kg4,11
Day 2- Position 96 16-33-37,01:38:42:20,.end,11
Day 2- Position 97 16-33-54,01:28:42:01,.start,11
Day 2- Position 97 16-33-54,01:38:50:21,.end,11
Day 2- Position 99 16-34-21 v2-JT,01:38:54:01,.start,11
Day 2- Position 99 16-34-21 v2-JT,01:39:01:11,.end,11
Day 2- Position 101 16-36-29 v2-JT,01:39:58:05,.start,11
Day 2- Position 101 16-36-29 v2-JT,01:40:04:06,26.Kh8,11
Day 2- Position 101 16-36-29 v2-JT,01:40:00:08,26.Kh6,11
Day 2- Position 101 16-36-29 v2-JT,01:40:01:06,27.Kg8,11
Day 2- Position 101 16-36-29 v2-JT,01:40:02:18,.reset,11
Day 2- Position 101 16-36-29 v2-JT,01:40:04:20,27.Bg8,11
Day 2- Position 101 16-36-29 v2-JT,01:40:06:18,27.g4,11
Day 2- Position 101 16-36-29 v2-JT,01:40:07:07,28.hxg4,11
Day 2- Position 101 16-36-29 v2-JT,01:40:10:22,28.g5,11
Day 2- Position 101 16-36-29 v2-JT,01:40:17:08,.end,11
Day 2- Position 103 16-40-04 v2-JT,01:42:41:08,.start,11
Day 2- Position 103 16-40-04 v2-JT,01:43:15:10,29.Nf4+,11
Day 2- Position 103 16-40-04 v2-JT,01:43:18:14,29.Rxf4,11
Day 2- Position 103 16-40-04 v2-JT,01:43:20:08,30.Bd7,11
Day 2- Position 103 16-40-04 v2-JT,01:43:51:10,30.Rf6,11
Day 2- Position 103 16-40-04 v2-JT,01:43:43:14,30.Rf1,11
Day 2- Position 103 16-40-04 v2-JT,01:43:44:10,31.Bb5+,11
Day 2- Position 103 16-40-04 v2-JT,01:43:46:19,.reset,11
Day 2- Position 103 16-40-04 v2-JT,01:43:52:11,31.a7,11
Day 2- Position 103 16-40-04 v2-JT,,31.Ra6,11
Day 2- Position 103 16-40-04 v2-JT,,32.Bb5+,11
Day 2- Position 103 16-40-04 v2-JT,01:43:57:10,.end,11
Day 2- Position 104 16-43-17,01:45:20:11,.start,11
Day 2- Position 104 16-43-17,01:46:25:13,30.Nf7+,11
Day 2- Position 104 16-43-17,01:46:26:18,30.Kg8,11
Day 2- Position 104 16-43-17,01:46:27:20,31.Be4,11
Day 2- Position 104 16-43-17,01:46:29:18,31.Kf8,11
Day 2- Position 104 16-43-17,01:46:30:12,32.Bh7,11
Day 2- Position 104 16-43-17,01:46:37:05,32.Ke8,11
Day 2- Position 104 16-43-17,01:46:42:07,33.Ne5,11
Day 2- Position 104 16-43-17,01:46:43:15,33.Kd8,11
Day 2- Position 104 16-43-17,01:46:44:20,34.Ke6,11
Day 2- Position 104 16-43-17,01:46:45:15,34.Kc7,11
Day 2- Position 104 16-43-17,01:46:52:23,35.Nd7,11
Day 2- Position 104 16-43-17,01:46:54:05,35.Kc6,11
Day 2- Position 104 16-43-17,01:46:58:06,36.Bd3,11
Day 2- Position 104 16-43-17,01:47:03:01,36.Kc7,11
Day 2- Position 104 16-43-17,01:47:05:21,37.Be4,11
Day 2- Position 104 16-43-17,01:47:08:08,37.Kd8,11
Day 2- Position 104 16-43-17,01:47:11:10,38.Kd6,11
Day 2- Position 104 16-43-17,01:47:13:17,38.Ke8,11
Day 2- Position 104 16-43-17,01:47:15:08,39.Bg6+,11
Day 2- Position 104 16-43-17,01:47:17:07,39.Kd8,11
Day 2- Position 104 16-43-17,01:47:21:16,40.Bh5,11
Day 2- Position 104 16-43-17,01:47:23:09,40.Kc8,11
Day 2- Position 104 16-43-17,01:47:24:16,41.Nc5,11
Day 2- Position 104 16-43-17,01:47:28:18,41.Kd8,11
Day 2- Position 104 16-43-17,01:47:30:14,42.Nb7+,11
Day 2- Position 104 16-43-17,01:47:32:06,42.Kc8,11
Day 2- Position 104 16-43-17,01:47:33:05,43.Kc6,11
Day 2- Position 104 16-43-17,01:47:34:22,43.Kb8,11
Day 2- Position 104 16-43-17,01:47:36:10,44.Kb6,11
Day 2- Position 104 16-43-17,01:47:37:23,44.Kc8,11
Day 2- Position 104 16-43-17,01:47:39:11,45.Bg4+,11
Day 2- Position 104 16-43-17,01:47:40:23,45.Kb8,11
Day 2- Position 104 16-43-17,01:47:43:03,46.Nc5,11
Day 2- Position 104 16-43-17,01:47:44:23,46.Ka8,11
Day 2- Position 104 16-43-17,01:47:46:06,47.Bh3,11
Day 2- Position 104 16-43-17,01:47:49:06,47.Kb8,11
Day 2- Position 104 16-43-17,01:47:49:22,48.Na6+,11
Day 2- Position 104 16-43-17,01:47:51:03,48.Ka8,11
Day 2- Position 104 16-43-17,01:47:51:21,49.Bg2#,11
Day 2- Position 104 16-43-17,01:48:19:20,.end,11
